"","act","scene","speaker","n"
"609","Anden akt","Scene 6","1. rådsherre",12
"610","Anden akt","Scene 6","2. rådsherre",1
"611","Anden akt","Scene 6","Arianke",20
"612","Anden akt","Scene 6","Artaxerxes.",2
"613","Anden akt","Scene 6","Arv",5
"614","Anden akt","Scene 6","Barselskvinden",23
"615","Anden akt","Scene 6","Chilian",3
"616","Anden akt","Scene 6","Corfitz",6
"617","Anden akt","Scene 6","Den usynlige",12
"618","Anden akt","Scene 6","Diogenes",2
"619","Anden akt","Scene 6","Elsebet",3
"620","Anden akt","Scene 6","Eraste",13
"621","Anden akt","Scene 6","Haagen",11
"622","Anden akt","Scene 6","Harlekin",25
"623","Anden akt","Scene 6","Henrik",42
"624","Anden akt","Scene 6","Jeronimus",57
"625","Anden akt","Scene 6","Leander",2
"626","Anden akt","Scene 6","Leerbeutel",15
"627","Anden akt","Scene 6","Leonard",23
"628","Anden akt","Scene 6","Leonora",12
"629","Anden akt","Scene 6","Lucretia",12
"630","Anden akt","Scene 6","Magdelone",18
"631","Anden akt","Scene 6","Pernille",31
"632","Anden akt","Scene 6","Polidor",4
"633","Anden akt","Scene 6","Vielgeschrey",14
"634","Anden akt","Scene 6",NA,24
"635","Anden akt","Scene 7","1. gaudieb",3
"636","Anden akt","Scene 7","1. rådsherre",2
"637","Anden akt","Scene 7","2. gaudieb",4
"638","Anden akt","Scene 7","2. rådsherre",1
"639","Anden akt","Scene 7","3. gaudieb",2
"640","Anden akt","Scene 7","3. rådsherre",1
"641","Anden akt","Scene 7","Artaxerxes.",1
"642","Anden akt","Scene 7","Barselskonen",3
"643","Anden akt","Scene 7","Bogholderen",2
"644","Anden akt","Scene 7","Chilian",16
"645","Anden akt","Scene 7","Else",3
"646","Anden akt","Scene 7","Haagen",8
"647","Anden akt","Scene 7","Henrik",38
"648","Anden akt","Scene 7","Holophernes",2
"649","Anden akt","Scene 7","Jeronimus",33
"650","Anden akt","Scene 7","Leander",31
"651","Anden akt","Scene 7","Leander på Knæ",1
"652","Anden akt","Scene 7","Leonora",14
"653","Anden akt","Scene 7","Lucretia",1
"654","Anden akt","Scene 7","Magdelone",9
"655","Anden akt","Scene 7","Mandane.",4
"656","Anden akt","Scene 7","Pernille",11
"657","Anden akt","Scene 7","Plutus",6
"658","Anden akt","Scene 7","Polidor",8
"659","Anden akt","Scene 7","Roland",7
"660","Anden akt","Scene 7","Semira.",3
"661","Anden akt","Scene 7","Ulysses",6
"662","Anden akt","Scene 7",NA,23
"663","Anden akt","Scene 8","",10
"664","Anden akt","Scene 8","1. rådsherre",15
"665","Anden akt","Scene 8","2. rådsherre",2
"666","Anden akt","Scene 8","Øllegård",21
"667","Anden akt","Scene 8","Apicius",21
"668","Anden akt","Scene 8","Artabanus",2
"669","Anden akt","Scene 8","Artabanus.",2
"670","Anden akt","Scene 8","Artaxerxes.",7
"671","Anden akt","Scene 8","Arv",2
"672","Anden akt","Scene 8","Barselskonen",2
"673","Anden akt","Scene 8","Barselskvinden",3
"674","Anden akt","Scene 8","Bogholderen",9
"675","Anden akt","Scene 8","Chilian",2
"676","Anden akt","Scene 8","Diogenes",2
"677","Anden akt","Scene 8","Dorthe",14
"678","Anden akt","Scene 8","Else",13
"679","Anden akt","Scene 8","Greven",1
"680","Anden akt","Scene 8","Henrik",27
"681","Anden akt","Scene 8","Jeronimus",1
"682","Anden akt","Scene 8","Leander",19
"683","Anden akt","Scene 8","Leerbeutel",13
"684","Anden akt","Scene 8","Lucretia",18
"685","Anden akt","Scene 8","Magdelone",9
"686","Anden akt","Scene 8","Mandane",2
"687","Anden akt","Scene 8","Mandane.",3
"688","Anden akt","Scene 8","Paltsgreve",1
"689","Anden akt","Scene 8","Paltsgreven",5
"690","Anden akt","Scene 8","Pernille",11
"691","Anden akt","Scene 8","Semira.",2
"692","Anden akt","Scene 8","Værten",3
"693","Anden akt","Scene 8","Vielgeschrey",6
"694","Anden akt","Scene 8",NA,17
"695","Anden akt","Scene 9",".",1
"696","Anden akt","Scene 9","Advokat",17
"697","Anden akt","Scene 9","Advokaten",4
"698","Anden akt","Scene 9","Apicius",2
"699","Anden akt","Scene 9","Arbaces",2
"700","Anden akt","Scene 9","Arbaces sagte.",1
"701","Anden akt","Scene 9","Arbaces.",13
"702","Anden akt","Scene 9","Artabanus",4
"703","Anden akt","Scene 9","Artabanus.",9
"704","Anden akt","Scene 9","Artaxerxes.",8
"705","Anden akt","Scene 9","Arv",9
"706","Anden akt","Scene 9","Barselskvinden",5
"707","Anden akt","Scene 9","Chilian",10
"708","Anden akt","Scene 9","Henrik",16
"709","Anden akt","Scene 9","Holophernes",2
"710","Anden akt","Scene 9","Mandane",8
"711","Anden akt","Scene 9","Mandane.",3
"712","Anden akt","Scene 9","Marcolfus",9
"713","Anden akt","Scene 9","Oldfux",16
"714","Anden akt","Scene 9","Pernille",4
"715","Anden akt","Scene 9","Ulysses",3
"716","Anden akt","Scene 9","Vielgeschrey",32
"717","Anden akt","Scene 9",NA,13
"718","Første akt","Scene 1","",4
"719","Første akt","Scene 1","1. bonde",9
"720","Første akt","Scene 1","2. bonde",8
"721","Første akt","Scene 1","Anden proprietær",2
"722","Første akt","Scene 1","Antonius",6
"723","Første akt","Scene 1","Arbaces.",7
"724","Første akt","Scene 1","Arv",21
"725","Første akt","Scene 1","Davus",6
"726","Første akt","Scene 1","Den anden proprietær",2
"727","Første akt","Scene 1","Den første proprietær",1
"728","Første akt","Scene 1","Drengen",5
"729","Første akt","Scene 1","Eleonora",7
"730","Første akt","Scene 1","En dreng",2
"731","Første akt","Scene 1","En postkarl",1
"732","Første akt","Scene 1","Første proprietær",2
"733","Første akt","Scene 1","Frands",13
"734","Første akt","Scene 1","Gonzalo",7
"735","Første akt","Scene 1","Harlekin",35
"736","Første akt","Scene 1","Helene",11
"737","Første akt","Scene 1","Henning",8
"738","Første akt","Scene 1","Henrik",41
"739","Første akt","Scene 1","Isabella",7
"740","Første akt","Scene 1","Jeppe",3
"741","Første akt","Scene 1","Jeronimus",22
"742","Første akt","Scene 1","Jesper Oldfux",5
"743","Første akt","Scene 1","Leander",84
"744","Første akt","Scene 1","Leerbeutel",6
"745","Første akt","Scene 1","Leonora",21
"746","Første akt","Scene 1","Leonore",18
"747","Første akt","Scene 1","Mandane.",6
"748","Første akt","Scene 1","Marcolfus",5
"749","Første akt","Scene 1","Niels",12
"750","Første akt","Scene 1","Nille",5
"751","Første akt","Scene 1","Novatianus",7
"752","Første akt","Scene 1","Ovidius",8
"753","Første akt","Scene 1","Pernille",29
"754","Første akt","Scene 1","Philemon",8
"755","Første akt","Scene 1","Postkarlen",2
"756","Første akt","Scene 1","Timotheus",7
"757","Første akt","Scene 1","Torben",5
"758","Første akt","Scene 1","Tredje proprietær",1
"759","Første akt","Scene 1","Troels",6
"760","Første akt","Scene 1",NA,24
"761","Første akt","Scene 10","",1
"762","Første akt","Scene 10","Arbaces.",10
"763","Første akt","Scene 10","Artabanus",2
"764","Første akt","Scene 10","Artabanus og Semira.",1
"765","Første akt","Scene 10","Artabanus.",6
"766","Første akt","Scene 10","Artaxerxes.",13
"767","Første akt","Scene 10","Chilian",3
"768","Første akt","Scene 10","Henrik",12
"769","Første akt","Scene 10","Leander",16
"770","Første akt","Scene 10","Leonora",17
"771","Første akt","Scene 10","Mandane.",3
"772","Første akt","Scene 10","Pernille",15
"773","Første akt","Scene 10","Semira.",1
"774","Første akt","Scene 10",NA,6
"775","Første akt","Scene 11","Arbaces",2
"776","Første akt","Scene 11","Arbaces.",1
"777","Første akt","Scene 11","Artabanus",2
"778","Første akt","Scene 11","Artabanus.",2
"779","Første akt","Scene 11","Arv",22
"780","Første akt","Scene 11","Chilian",2
"781","Første akt","Scene 11","Henrik",25
"782","Første akt","Scene 11","Magdelone",14
"783","Første akt","Scene 11","Mandane.",1
"784","Første akt","Scene 11","Pernille",21
"785","Første akt","Scene 11","Semira.",1
"786","Første akt","Scene 11",NA,8
"787","Første akt","Scene 12","",3
"788","Første akt","Scene 12","Arbaces.",1
"789","Første akt","Scene 12","Asverus",2
"790","Første akt","Scene 12","En ridder",1
"791","Første akt","Scene 12","Henrik",11
"792","Første akt","Scene 12","Ohngeldt",8
"793","Første akt","Scene 12","Semira.",2
"794","Første akt","Scene 12",NA,4
"795","Første akt","Scene 13","Arbaces",2
"796","Første akt","Scene 13","Arbaces.",11
"797","Første akt","Scene 13","Henrik",5
"798","Første akt","Scene 13","Leander",3
"799","Første akt","Scene 13","Mandane.",13
"800","Første akt","Scene 13","Pernille",5
"801","Første akt","Scene 13","Ulysses",3
"802","Første akt","Scene 13",NA,2
"803","Første akt","Scene 14","Arv",22
"804","Første akt","Scene 14","Chilian",9
"805","Første akt","Scene 14","Henrik",19
"806","Første akt","Scene 14","Ulysses",5
"807","Første akt","Scene 14",NA,2
"808","Første akt","Scene 2","",6
"809","Første akt","Scene 2","Anden proprietær",2
"810","Første akt","Scene 2","Antonius",7
"811","Første akt","Scene 2","Arbaces.",9
"812","Første akt","Scene 2","Artabanus.",8
"813","Første akt","Scene 2","Arv",56
"814","Første akt","Scene 2","Claus",9
"815","Første akt","Scene 2","Davus",2
"816","Første akt","Scene 2","Den fremmede person",2
"817","Første akt","Scene 2","Den usynlige",6
"818","Første akt","Scene 2","Eleonora",4
"819","Første akt","Scene 2","Første proprietær",2
"820","Første akt","Scene 2","Frands",7
"821","Første akt","Scene 2","Gert Westphaler",3
"822","Første akt","Scene 2","Gottard",9
"823","Første akt","Scene 2","Harlekin",5
"824","Første akt","Scene 2","Helene",1
"825","Første akt","Scene 2","Henrik",60
"826","Første akt","Scene 2","Isabella",29
"827","Første akt","Scene 2","Iversen",21
"828","Første akt","Scene 2","Jeppe",14
"829","Første akt","Scene 2","Jeronimus",8
"830","Første akt","Scene 2","Jesper",7
"831","Første akt","Scene 2","Leander",39
"832","Første akt","Scene 2","Leerbeutel",23
"833","Første akt","Scene 2","Leonard",4
"834","Første akt","Scene 2","Leonora",9
"835","Første akt","Scene 2","Leonore",9
"836","Første akt","Scene 2","Magdelone",15
"837","Første akt","Scene 2","Marcolfus",4
"838","Første akt","Scene 2","Nille",3
"839","Første akt","Scene 2","Novatianus",3
"840","Første akt","Scene 2","Paris",4
"841","Første akt","Scene 2","Pedro",33
"842","Første akt","Scene 2","Per",11
"843","Første akt","Scene 2","Pernille",58
"844","Første akt","Scene 2","Petronius",9
"845","Første akt","Scene 2","Philemon",1
"846","Første akt","Scene 2","proprietær",1
"847","Første akt","Scene 2","Proprietær",7
"848","Første akt","Scene 2","Skyldenborg",12
"849","Første akt","Scene 2","Torben",25
"850","Første akt","Scene 2","Troels",8
"851","Første akt","Scene 2",NA,26
"852","Første akt","Scene 3","",4
"853","Første akt","Scene 3","1. bonde",6
"854","Første akt","Scene 3","2. bonde",2
"855","Første akt","Scene 3","Øllegård",3
"856","Første akt","Scene 3","Artabanus.",6
"857","Første akt","Scene 3","Artaxerxes.",4
"858","Første akt","Scene 3","Arv",14
"859","Første akt","Scene 3","Bonden",30
"860","Første akt","Scene 3","Cogmoligoreus",2
"861","Første akt","Scene 3","Corfitz",17
"862","Første akt","Scene 3","Cosmoligoreus",9
"863","Første akt","Scene 3","Davus",7
"864","Første akt","Scene 3","Diogenes",8
"865","Første akt","Scene 3","Frands",1
"866","Første akt","Scene 3","Gert",10
"867","Første akt","Scene 3","Harlekin",2
"868","Første akt","Scene 3","Helene",8
"869","Første akt","Scene 3","Henrik",21
"870","Første akt","Scene 3","Isabella",6
"871","Første akt","Scene 3","Jean",5
"872","Første akt","Scene 3","Jeppe",6
"873","Første akt","Scene 3","Jeronimus",76
"874","Første akt","Scene 3","Jesper",9
"875","Første akt","Scene 3","Kællingen",23
"876","Første akt","Scene 3","Leander",10
"877","Første akt","Scene 3","Leerbeutel",16
"878","Første akt","Scene 3","Leonora",23
"879","Første akt","Scene 3","Lucretia",23
"880","Første akt","Scene 3","Magdelone",70
"881","Første akt","Scene 3","Manden",10
"882","Første akt","Scene 3","Marcolfus",7
"883","Første akt","Scene 3","Novatianus",6
"884","Første akt","Scene 3","Pedro",4
"885","Første akt","Scene 3","Peer",4
"886","Første akt","Scene 3","Per",4
"887","Første akt","Scene 3","Pernille",81
"888","Første akt","Scene 3","Petronius",11
"889","Første akt","Scene 3","Roland",10
"890","Første akt","Scene 3","Sganarel",8
"891","Første akt","Scene 3","Skyldenborg",1
"892","Første akt","Scene 3","Torben",10
"893","Første akt","Scene 3","Troels",13
"894","Første akt","Scene 3","Trols",1
"895","Første akt","Scene 3",NA,36
"896","Første akt","Scene 4","Øllegård",2
"897","Første akt","Scene 4","Abelone",8
"898","Første akt","Scene 4","Antonius",5
"899","Første akt","Scene 4","Artaxerxes alleene.",2
"900","Første akt","Scene 4","Arv",36
"901","Første akt","Scene 4","Bremenfeldt",10
"902","Første akt","Scene 4","Christoffer",4
"903","Første akt","Scene 4","Colombine",25
"904","Første akt","Scene 4","Corfitz",6
"905","Første akt","Scene 4","Cosmoligoreus",6
"906","Første akt","Scene 4","Davus",3
"907","Første akt","Scene 4","Dorothea",8
"908","Første akt","Scene 4","Frands",3
"909","Første akt","Scene 4","Fremmede",12
"910","Første akt","Scene 4","Gonzalo",1
"911","Første akt","Scene 4","Haagen",6
"912","Første akt","Scene 4","Harlekin",31
"913","Første akt","Scene 4","Henrik",44
"914","Første akt","Scene 4","Herman",6
"915","Første akt","Scene 4","Isabella",2
"916","Første akt","Scene 4","Jacob",14
"917","Første akt","Scene 4","Jens",40
"918","Første akt","Scene 4","Jens Griffel",2
"919","Første akt","Scene 4","Jeppe",23
"920","Første akt","Scene 4","Jeronimus",55
"921","Første akt","Scene 4","Jesper",13
"922","Første akt","Scene 4","Kællingen",11
"923","Første akt","Scene 4","Karlene",1
"924","Første akt","Scene 4","Lars",3
"925","Første akt","Scene 4","Leander",3
"926","Første akt","Scene 4","Leerbeutel",9
"927","Første akt","Scene 4","Leonard",1
"928","Første akt","Scene 4","Leonora",3
"929","Første akt","Scene 4","Leonore",17
"930","Første akt","Scene 4","Lucretia",10
"931","Første akt","Scene 4","Magdelone",11
"932","Første akt","Scene 4","Manden",8
"933","Første akt","Scene 4","Nille",8
"934","Første akt","Scene 4","Peer",33
"935","Første akt","Scene 4","Per",18
"936","Første akt","Scene 4","Pernille",24
"937","Første akt","Scene 4","Petronius",1
"938","Første akt","Scene 4","Roland",10
"939","Første akt","Scene 4","Sganarel",9
"940","Første akt","Scene 4","Skyldenborg",15
"941","Første akt","Scene 4","Torben",1
"942","Første akt","Scene 4","Værten",7
"943","Første akt","Scene 4","Vielgeschrey",29
"944","Første akt","Scene 4",NA,29
"945","Første akt","Scene 5","",2
"946","Første akt","Scene 5","1. pige",10
"947","Første akt","Scene 5","2. pige",8
"948","Første akt","Scene 5","Øllegård",4
"949","Første akt","Scene 5","Antonius",5
"950","Første akt","Scene 5","Artaxerxes.",3
"951","Første akt","Scene 5","Arv",15
"952","Første akt","Scene 5","Colombine",7
"953","Første akt","Scene 5","Corfitz",7
"954","Første akt","Scene 5","Davus",3
"955","Første akt","Scene 5","Den fremmede",9
"956","Første akt","Scene 5","Drengen",2
"957","Første akt","Scene 5","En anden Dreng",1
"958","Første akt","Scene 5","Ephraim",7
"959","Første akt","Scene 5","Frands",36
"960","Første akt","Scene 5","Geske",11
"961","Første akt","Scene 5","Gonzalo",8
"962","Første akt","Scene 5","Gusman",12
"963","Første akt","Scene 5","Haagen",6
"964","Første akt","Scene 5","Henrik",29
"965","Første akt","Scene 5","Isabella",1
"966","Første akt","Scene 5","Jeppe",12
"967","Første akt","Scene 5","Jeronimus",54
"968","Første akt","Scene 5","Jesper",8
"969","Første akt","Scene 5","Konen",6
"970","Første akt","Scene 5","Lakajen",5
"971","Første akt","Scene 5","Leander",12
"972","Første akt","Scene 5","Leerbeutel",15
"973","Første akt","Scene 5","Leonard",16
"974","Første akt","Scene 5","Leonora",12
"975","Første akt","Scene 5","Leonore",3
"976","Første akt","Scene 5","Lisbed",10
"977","Første akt","Scene 5","Lucretia",5
"978","Første akt","Scene 5","Magdelone",77
"979","Første akt","Scene 5","Manden",14
"980","Første akt","Scene 5","Mercurius",5
"981","Første akt","Scene 5","Nille",1
"982","Første akt","Scene 5","Ovidius",22
"983","Første akt","Scene 5","Pedro",5
"984","Første akt","Scene 5","Per",3
"985","Første akt","Scene 5","Pernille",34
"986","Første akt","Scene 5","Petronius",4
"987","Første akt","Scene 5","Pigen",2
"988","Første akt","Scene 5","Roland",18
"989","Første akt","Scene 5","Rosiflengius",8
"990","Første akt","Scene 5","Semira.",4
"991","Første akt","Scene 5","Skyldenborg",12
"992","Første akt","Scene 5","Tutti",1
"993","Første akt","Scene 5","Ulysses",5
"994","Første akt","Scene 5","Vielgeschrey",6
"995","Første akt","Scene 5",NA,33
"996","Første akt","Scene 6","",2
"997","Første akt","Scene 6","Øllegård",1
"998","Første akt","Scene 6","Antonius",3
"999","Første akt","Scene 6","Arv",5
"1000","Første akt","Scene 6","Barberen",6
"1001","Første akt","Scene 6","Bonden",5
"1002","Første akt","Scene 6","Chilian",1
"1003","Første akt","Scene 6","Corfitz",10
"1004","Første akt","Scene 6","Davus",15
"1005","Første akt","Scene 6","Dorothea",2
"1006","Første akt","Scene 6","En bonde",2
"1007","Første akt","Scene 6","En karl",2
"1008","Første akt","Scene 6","En skrædder",1
"1009","Første akt","Scene 6","Ephraim",4
"1010","Første akt","Scene 6","Frands",13
"1011","Første akt","Scene 6","Geske",6
"1012","Første akt","Scene 6","Gusman",1
"1013","Første akt","Scene 6","Haagen",1
"1014","Første akt","Scene 6","Henrik",97
"1015","Første akt","Scene 6","Jacob",25
"1016","Første akt","Scene 6","Jean",14
"1017","Første akt","Scene 6","Jens",2
"1018","Første akt","Scene 6","Jeppe",31
"1019","Første akt","Scene 6","Jeronimus",29
"1020","Første akt","Scene 6","Jesper",12
"1021","Første akt","Scene 6","Konen",1
"1022","Første akt","Scene 6","Leander",50
"1023","Første akt","Scene 6","Leonard",1
"1024","Første akt","Scene 6","Leonora",14
"1025","Første akt","Scene 6","Leonore",6
"1026","Første akt","Scene 6","Lucilia",7
"1027","Første akt","Scene 6","Lucretia",13
"1028","Første akt","Scene 6","Magdelone",19
"1029","Første akt","Scene 6","Octavius",2
"1030","Første akt","Scene 6","Ovidius",4
"1031","Første akt","Scene 6","Pedro",5
"1032","Første akt","Scene 6","Peiter",8
"1033","Første akt","Scene 6","Per",1
"1034","Første akt","Scene 6","Pernille",77
"1035","Første akt","Scene 6","Petronius",35
"1036","Første akt","Scene 6","Republikken",11
"1037","Første akt","Scene 6","Roland",7
"1038","Første akt","Scene 6","Rosiflengius",12
"1039","Første akt","Scene 6","Semira",4
"1040","Første akt","Scene 6","Skrædderen",1
"1041","Første akt","Scene 6","Skyldenborg",8
"1042","Første akt","Scene 6","Terentia",10
"1043","Første akt","Scene 6","Timotheus",12
"1044","Første akt","Scene 6","Torben",1
"1045","Første akt","Scene 6","Troels",5
"1046","Første akt","Scene 6","Tutti",2
"1047","Første akt","Scene 6","Tychonius",12
"1048","Første akt","Scene 6","Ulysses",3
"1049","Første akt","Scene 6","Vielgeschrey",36
"1050","Første akt","Scene 6",NA,49
"1051","Første akt","Scene 7","Artaxerxes.",2
"1052","Første akt","Scene 7","Arv",3
"1053","Første akt","Scene 7","Chilian",2
"1054","Første akt","Scene 7","Corfitz",26
"1055","Første akt","Scene 7","Diogenes",1
"1056","Første akt","Scene 7","Dorothea",12
"1057","Første akt","Scene 7","En anden pige",1
"1058","Første akt","Scene 7","En pige",2
"1059","Første akt","Scene 7","Gusmann",2
"1060","Første akt","Scene 7","Henrik",35
"1061","Første akt","Scene 7","Jacob",8
"1062","Første akt","Scene 7","Jeppe",2
"1063","Første akt","Scene 7","Jeronimus",12
"1064","Første akt","Scene 7","Jesper",1
"1065","Første akt","Scene 7","Leander",11
"1066","Første akt","Scene 7","Leonard",1
"1067","Første akt","Scene 7","Leonora",24
"1068","Første akt","Scene 7","Leonore",11
"1069","Første akt","Scene 7","Magdelone",32
"1070","Første akt","Scene 7","Mandane.",3
"1071","Første akt","Scene 7","Manden i portechaisen",1
"1072","Første akt","Scene 7","Ovidius",7
"1073","Første akt","Scene 7","Pedro",1
"1074","Første akt","Scene 7","Pernille",41
"1075","Første akt","Scene 7","Petronius",5
"1076","Første akt","Scene 7","Pigen",13
"1077","Første akt","Scene 7","Plutus",5
"1078","Første akt","Scene 7","Roland",8
"1079","Første akt","Scene 7","Sganarel",11
"1080","Første akt","Scene 7","Skyldenborg",1
"1081","Første akt","Scene 7","Timotheus",4
"1082","Første akt","Scene 7","tjeneren",1
"1083","Første akt","Scene 7","Troels",4
"1084","Første akt","Scene 7","Tychonius",1
"1085","Første akt","Scene 7","Vielgeschrey",14
"1086","Første akt","Scene 7",NA,27
"1087","Første akt","Scene 8","1. lakaj",1
"1088","Første akt","Scene 8","1. mand",14
"1089","Første akt","Scene 8","Artabanus.",5
"1090","Første akt","Scene 8","Artaxerxes.",4
"1091","Første akt","Scene 8","Arv",7
"1092","Første akt","Scene 8","Baronen",7
"1093","Første akt","Scene 8","Davus",13
"1094","Første akt","Scene 8","Diogenes",11
"1095","Første akt","Scene 8","Erik",1
"1096","Første akt","Scene 8","Erik Lakaj",1
"1097","Første akt","Scene 8","Henrik",43
"1098","Første akt","Scene 8","Jeronimus",14
"1099","Første akt","Scene 8","Kammertjeneren",1
"1100","Første akt","Scene 8","Leander",23
"1101","Første akt","Scene 8","Leonora",13
"1102","Første akt","Scene 8","Leonore",3
"1103","Første akt","Scene 8","Lucretia",18
"1104","Første akt","Scene 8","Manden",2
"1105","Første akt","Scene 8","Manden i portechaisen",12
"1106","Første akt","Scene 8","Octavius",8
"1107","Første akt","Scene 8","Peer",24
"1108","Første akt","Scene 8","Pernille",31
"1109","Første akt","Scene 8","Petronius",19
"1110","Første akt","Scene 8","Petronius.",1
"1111","Første akt","Scene 8","Rosimunda",1
"1112","Første akt","Scene 8","Sekretæren",3
"1113","Første akt","Scene 8",NA,20
"1114","Første akt","Scene 9","Artabanus",2
"1115","Første akt","Scene 9","Artabanus.",3
"1116","Første akt","Scene 9","Artaxerxes.",4
"1117","Første akt","Scene 9","Davus",9
"1118","Første akt","Scene 9","Diogenes",6
"1119","Første akt","Scene 9","Henrik",3
"1120","Første akt","Scene 9","Leander",19
"1121","Første akt","Scene 9","Leonora",3
"1122","Første akt","Scene 9","Mandane",2
"1123","Første akt","Scene 9","Mandane.",2
"1124","Første akt","Scene 9","Oldfux",21
"1125","Første akt","Scene 9","Palæstrio",5
"1126","Første akt","Scene 9","Peer",5
"1127","Første akt","Scene 9","Penelope",9
"1128","Første akt","Scene 9","Pernille",25
"1129","Første akt","Scene 9","Republikken",13
"1130","Første akt","Scene 9","Rosimunda",9
"1131","Første akt","Scene 9","Semira.",4
"1132","Første akt","Scene 9",NA,9
"1133","Femte akt","Scene 1","",2
"1134","Femte akt","Scene 1","Advokat",8
"1135","Femte akt","Scene 1","Apicius",9
"1136","Femte akt","Scene 1","Betjenten",1
"1137","Femte akt","Scene 1","Byfogeden",4
"1138","Femte akt","Scene 1","Chilian",4
"1139","Femte akt","Scene 1","Corfitz",2
"1140","Femte akt","Scene 1","Cosmoligoreus",4
"1141","Femte akt","Scene 1","Davus",2
"1142","Femte akt","Scene 1","Dommeren",36
"1143","Femte akt","Scene 1","Drengen",1
"1144","Femte akt","Scene 1","En betjent",1
"1145","Femte akt","Scene 1","En mand",2
"1146","Femte akt","Scene 1","Espen",6
"1147","Femte akt","Scene 1","Gusmann",8
"1148","Femte akt","Scene 1","Henrik",20
"1149","Femte akt","Scene 1","Jacob",5
"1150","Femte akt","Scene 1","Jean",19
"1151","Femte akt","Scene 1","Jeppe",4
"1152","Femte akt","Scene 1","Jesper",10
"1153","Femte akt","Scene 1","Løjtnant",8
"1154","Femte akt","Scene 1","Leander",12
"1155","Femte akt","Scene 1","Leonora",7
"1156","Femte akt","Scene 1","Manden",2
"1157","Femte akt","Scene 1","Nille",6
"1158","Femte akt","Scene 1","Pandolfus",1
"1159","Femte akt","Scene 1","Pernille",4
"1160","Femte akt","Scene 1","Pierre",19
"1161","Femte akt","Scene 1","Rosiflengius",2
"1162","Femte akt","Scene 1","Skriveren",6
"1163","Femte akt","Scene 1","Tobias",4
"1164","Femte akt","Scene 1","Troels",1
"1165","Femte akt","Scene 1","Ulysses",3
"1166","Femte akt","Scene 1",NA,27
"1167","Femte akt","Scene 10","",4
"1168","Femte akt","Scene 10","Anden rådsherre",1
"1169","Femte akt","Scene 10","Dommeren",2
"1170","Femte akt","Scene 10","Første rådsherre",3
"1171","Femte akt","Scene 10","Henrik",5
"1172","Femte akt","Scene 10","Jeronimus",1
"1173","Femte akt","Scene 10","Jesper",3
"1174","Femte akt","Scene 10","Leander",1
"1175","Femte akt","Scene 10","Lucilia",4
"1176","Femte akt","Scene 10","Lucretia",4
"1177","Femte akt","Scene 10","Officer",3
"1178","Femte akt","Scene 10","Officeren",1
"1179","Femte akt","Scene 10","Philocyne",1
"1180","Femte akt","Scene 10","Pigen",5
"1181","Femte akt","Scene 10","Polidor",1
"1182","Femte akt","Scene 10","Rosiflengius",1
"1183","Femte akt","Scene 10",NA,6
"1184","Femte akt","Scene 11","Den rette Niels Christensen",1
"1185","Femte akt","Scene 11","Første rådsherre",3
"1186","Femte akt","Scene 11","Jesper",11
"1187","Femte akt","Scene 11","Leonard",11
"1188","Femte akt","Scene 11","Niels Christensen",34
"1189","Femte akt","Scene 11","Præsten",5
"1190","Femte akt","Scene 11","Skriveren",1
"1191","Femte akt","Scene 11","Studenstrup",39
"1192","Femte akt","Scene 11","Tyboe",9
"1193","Femte akt","Scene 11",NA,9
"1194","Femte akt","Scene 12","",3
"1195","Femte akt","Scene 12","Christoffer",1
"1196","Femte akt","Scene 12","Første rådsherre",1
"1197","Femte akt","Scene 12","Henrik",4
"1198","Femte akt","Scene 12","Jesper",4
"1199","Femte akt","Scene 12","Leonard",3
"1200","Femte akt","Scene 12","Leonora",4
"1201","Femte akt","Scene 12",NA,3
"1202","Femte akt","Scene 13","tjeneren",1
"1203","Femte akt","Scene 13",NA,2
"1204","Femte akt","Scene 14","",2
"1205","Femte akt","Scene 15","",1
"1206","Femte akt","Scene 15",NA,1
"1207","Femte akt","Scene 2","",3
"1208","Femte akt","Scene 2","1. advokat",7
"1209","Femte akt","Scene 2","1. komediant",3
"1210","Femte akt","Scene 2","2. advokat",8
"1211","Femte akt","Scene 2","2. Advokat",1
"1212","Femte akt","Scene 2","Apicius",4
"1213","Femte akt","Scene 2","Arv",14
"1214","Femte akt","Scene 2","Bonden",21
"1215","Femte akt","Scene 2","Bremenfeld",18
"1216","Femte akt","Scene 2","Byfogeden",2
"1217","Femte akt","Scene 2","Chilian",16
"1218","Femte akt","Scene 2","Chiromanticus",18
"1219","Femte akt","Scene 2","Corfitz",22
"1220","Femte akt","Scene 2","Cosmoligoreus",3
"1221","Femte akt","Scene 2","Davus",4
"1222","Femte akt","Scene 2","Dommeren",19
"1223","Femte akt","Scene 2","Donna Maria",3
"1224","Femte akt","Scene 2","Dorothea",7
"1225","Femte akt","Scene 2","En Spiller",1
"1226","Femte akt","Scene 2","Espen",6
"1227","Femte akt","Scene 2","Henrik",5
"1228","Femte akt","Scene 2","Jacob",4
"1229","Femte akt","Scene 2","Jean",12
"1230","Femte akt","Scene 2","Jeppe",11
"1231","Femte akt","Scene 2","Jesper",12
"1232","Femte akt","Scene 2","Kællingen",3
"1233","Femte akt","Scene 2","Løjtnant",19
"1234","Femte akt","Scene 2","Leonora",2
"1235","Femte akt","Scene 2","Menander",5
"1236","Femte akt","Scene 2","Montanus",19
