"","speaker","plays","count_speaker","count_plays"
"272","ohngeldt","Republikken eller Det gemene bedste Komedie i 3 akter",8,1
"273","oldfux","Den stundesløse Komedie i 3 akter, Det arabiske pulver Komedie, Det lykkelige skibbrud Komedie i 5 akter, Melampe Tragikomedie",188,4
"274","ovidius","Uden hoved og hale Komedie",98,1
"275","pagen","Det lykkelige skibbrud Komedie i 5 akter",1,1
"276","pal�stri","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",1,1
"277","pal�strio","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",25,1
"278","pallas","Ulysses von Ithacia eller En tysk komedie",3,1
"279","pandolfus","Melampe Tragikomedie",7,1
"280","paris","Ulysses von Ithacia eller En tysk komedie",18,1
"281","peder","Den stundesløse Komedie i 3 akter",5,1
"282","pedro","Don Ranudo de Colibrados eller Fattigdom og hoffærdighed Komedie i 5 akter, Melampe Tragikomedie",144,2
"283","peer","Den vægelsindede Komedie, Jacob von Tyboe eller Den stortalende soldat Komedie",106,2
"284","peiter","Den pantsatte bondedreng Komedie i 3 akter, Den politiske kandestøber Komedie",11,2
"285","penelope","Ulysses von Ithacia eller En tysk komedie",9,1
"286","penia","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",22,1
"287","per","Erasmus Montanus eller Rasmus Berg Komedie i 5 akter, Julestue Komedie",75,2
"288","pernille","Den forvandlede brudgom Komedie i 1 akt uden aktører, Den honnette ambition Komedie i 3 akter, Den pantsatte bondedreng Komedie i 3 akter, Den stundesløse Komedie i 3 akter, Den vægelsindede Komedie i 3 akter, Det arabiske pulver Komedie, Det lykkelige skibbrud Komedie i 5 akter, Henrik og Pernille Komedie i 3 akter, Jacob von Tyboe eller Den stortalende soldat Komedie, Julestue Komedie, Kilderejsen Komedie i 3 akter, Maskerade Komedie, Mester Gert Westphaler eller Den meget talende barber Komedie i 1 akt, Pernilles korte frøkenstand Komedie i 3 akter, Philosophus i egen indbildning Komedie i 5 akter, Republikken eller Det gemene bedste Komedie i 3 akter, Uden hoved og hale Komedie",3634,17
"289","pernillegr�dende)","Det lykkelige skibbrud Komedie i 5 akter",1,1
"290","petronius","Den vægelsindede Komedie i 3 akter, Jacob von Tyboe eller Den stortalende soldat Komedie, Philosophus i egen indbildning Komedie i 5 akter",267,3
"291","philemon","Det lykkelige skibbrud Komedie i 5 akter",54,1
"292","philocyne","Melampe Tragikomedie",24,1
"293","pierre","Jean de France eller Hans Frandsen Komedie",76,1
"294","pigen","Barselsstuen Komedie, Den 11. juni, Den politiske kandestøber Komedie, Det lykkelige skibbrud Komedie i 5 akter, Hekseri eller blind alarm Komedie i 5 akter, Melampe Tragikomedie, Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",193,7
"295","plutus","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",82,1
"296","poeten","Barselsstuen Komedie",13,1
"297","poeterne","Det arabiske pulver Komedie",11,1
"298","polidorus","Det arabiske pulver Komedie, Melampe Tragikomedie",126,2
"299","polyphemus","Sganarels rejse til det filosofiske land Komedie i 1 akt hvori skæmtes med de gamle filosofiske sekter",8,1
"300","postkarlen","Den pantsatte bondedreng Komedie i 3 akter",3,1
"301","pr�sten","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",5,1
"302","propriet�r","Den 11. juni",8,1
"303","r�dsherre","Den pantsatte bondedreng Komedie i 3 akter",2,1
"304","r�dsherren","Den pantsatte bondedreng Komedie i 3 akter, Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",19,2
"305","rasmus","Ulysses von Ithacia eller En tysk komedie",23,1
"306","republikken","Republikken eller Det gemene bedste Komedie i 3 akter",85,1
"307","richart b�rstenbinder","Den politiske kandestøber Komedie",2,1
"308","richart b�rstenbinder","Den politiske kandestøber Komedie",2,1
"309","ridefogeden","Jeppe på Bjerget eller Den forvandlede bonde",12,1
"310","roland","Uden hoved og hale Komedie",86,1
"311","rosiflengius","Det lykkelige skibbrud Komedie i 5 akter",110,1
"312","rosimunda","Ulysses von Ithacia eller En tysk komedie",10,1
"313","sanderus","Den politiske kandestøber Komedie",13,1
"314","schumacher","Den danske komedies ligbegængelse Med Thaliæ afskedstale, forestillet til allersidste slutning af de danske aktører den 25. februar 1727",15,1
"315","sekret�ren","Jeppe på Bjerget eller Den forvandlede bonde",9,1
"316","semira","ARTAXERXES et Heroisk Skuespill udi Tre ACTER.",41,1
"317","sganarel","Melampe Tragikomedie, Nytårsprolog til en komedie Allerunderdanigst præsenteret af den hele danske bande 1723, Sganarels rejse til det filosofiske land Komedie i 1 akt hvori skæmtes med de gamle filosofiske sekter, Uden hoved og hale Komedie",338,4
"318","sganarel og dorothea","Melampe Tragikomedie",2,1
"319","sganarelsagte)","Sganarels rejse til det filosofiske land Komedie i 1 akt hvori skæmtes med de gamle filosofiske sekter",2,1
"320","sivert posekigger","Den politiske kandestøber Komedie",7,1
"321","sk�rsliberen","Det lykkelige skibbrud Komedie i 5 akter",4,1
"322","sk�gen","Det lykkelige skibbrud Komedie i 5 akter",16,1
"323","skolemesteren","Det lykkelige skibbrud Komedie i 5 akter, Julestue Komedie, Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",43,3
"324","skr�dderen","Den honnette ambition Komedie i 3 akter, Den stundesløse Komedie i 3 akter",3,2
"325","skriveren","Det lykkelige skibbrud Komedie i 5 akter, Hekseri eller blind alarm Komedie i 5 akter, Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter, Republikken eller Det gemene bedste Komedie i 3 akter",94,4
"326","skyldenborg","Den 11. juni",72,1
"327","soldaten","Diderich Menschenskræk Komedie i 1 akt",17,1
"328","sparenborg","Den vægelsindede Komedie",70,1
"329","spilleren","Jean de France eller Hans Frandsen Komedie",17,1
"330","stine","Barselsstuen Komedie",9,1
"331","studenstrup","Den 11. juni",215,1
"332","svenden","Mester Gert Westphaler eller Den meget talende barber Komedie i 1 akt",8,1
"333","svinene","Ulysses von Ithacia eller En tysk komedie",5,1
"334","terentia","Den forvandlede brudgom Komedie i 1 akt uden aktører, Den vægelsindede Komedie, Hekseri eller blind alarm Komedie i 5 akter",127,3
"335","thalia","Nytårsprolog til en komedie Allerunderdanigst præsenteret af den hele danske bande 1723",1,1
"336","theophilus","Mester Gert Westphaler eller Den meget talende barber Komedie",4,1
"337","timotheus","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",28,1
"338","tiresius","Ulysses von Ithacia eller En tysk komedie",6,1
"339","tjeneren","Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,1
"340","to drenge","Hekseri eller blind alarm Komedie i 5 akter",2,1
"341","to lakajer","Den politiske kandestøber Komedie",1,1
"342","to m�nd","Den 11. juni",2,1
"343","to soldater med en tambur","Barselsstuen Komedie",2,1
"344","tobias prokurator","Mester Gert Westphaler eller Den meget talende barber Komedie, Mester Gert Westphaler eller Den meget talende barber Komedie i 1 akt",80,2
"345","torben","Den vægelsindede Komedie",73,1
"346","tr�kholdt","Den 11. juni",13,1
"347","tredje propriet�r","Den 11. juni",1,1
"348","troels","Barselsstuen Komedie",128,1
"349","trojaneren","Ulysses von Ithacia eller En tysk komedie",25,1
"350","tutti","Den politiske kandestøber Komedie, Den stundesløse Komedie i 3 akter, Julestue Komedie, Sganarels rejse til det filosofiske land Komedie i 1 akt hvori skæmtes med de gamle filosofiske sekter",14,4
"351","tvende m�nd","Mester Gert Westphaler eller Den meget talende barber Komedie",3,1
"352","tyboe","Jacob von Tyboe eller Den stortalende soldat Komedie",143,1
"353","tychonius","Jacob von Tyboe eller Den stortalende soldat Komedie",72,1
"354","tyven","Hekseri eller blind alarm Komedie i 5 akter",2,1
"355","udtolkeren","Don Ranudo de Colibrados eller Fattigdom og hoffærdighed Komedie i 5 akter",28,1
"356","ulysses","Ulysses von Ithacia eller En tysk komedie",134,1
"357","v�gter","Den 11. juni",5,1
"358","v�gterne","Den 11. juni, Julestue Komedie",2,2
"359","v�rten","Den pantsatte bondedreng Komedie i 3 akter, Den politiske kandestøber Komedie, Det arabiske pulver Komedie, Hekseri eller blind alarm Komedie i 5 akter, Jacob von Tyboe eller Den stortalende soldat Komedie, Julestue Komedie, Mester Gert Westphaler eller Den meget talende barber Komedie",168,7
"360","venus","Ulysses von Ithacia eller En tysk komedie",4,1
"361","vielgeschrey","Den stundesløse Komedie i 3 akter",315,1
"362","von qvoten","Hekseri eller blind alarm Komedie i 5 akter",8,1
"363","vulcanus","Nytårsprolog til en komedie Allerunderdanigst præsenteret af den hele danske bande 1723, Uden hoved og hale Komedie",5,2
